text,target
Love my Starbucks boys on Mem Dr. ,4
"Just rested his heavy head ! For half an hour, stil tired ",0
is pretty excited for the weekend. idk why. ,4
Tired of not gettin any hands ,0
@joulzil just saw ur @ reply and I love those 2 peeps dallas representing ,4
"#squarespace, i might just give up ",0
@steeneeweenee omigod!! Belly in a baby carrier! ,4
@stewartpayne why? i've finished the essay! all done ,4
"@ikle_pattikins it was $45, then I bid $65 .. soo it went up to $51. ugh it's going to be over $100+ easily ",0
@NormGregory You're wacky. In a good way. ,4
@jonasbrothers LVATT countdown: 5 days for Spain  so amazing!! I can't wait for buy it!!,4
"Eating Fruitloops dry. Yum! I know it's strange, but I cannot eat cereal with milk. It's so... ew. I love Fruitloops ",4
@shaundiviney just let me win  how many times can u enter? ;),4
"Can't believe I had to miss two BTVs today. At least I get get my hair cut short, get bangs, and dye my hair black and blue tomorrow! ",4
@unholyhole poor baby. ,0
".@ilivestrongnow hey, you're supposed to credit me ",0
@nabilnaimullah aw thankyou! i've got an exam ,0
Not excited for new atl. ,0
 I might quit,0
got burned on the crepe machine at work... now i have an ugly scar on my arm ,0
@jbdazen no thats a good thing. i tried to dl it but it didnt work ,0
@frankroberts  nice.  this has happened to me like 20 times. lol.  pace yourself. ,4
"brb, shopping ",4
Yikes. Looks like the NKOTB tour is cancelled. Info pulled from Ticketek &amp; AM Presents. Such a shame. ,0
@Jennettemccurdy http://twitpic.com/4uy8l - LOL  why are they drumming there?,4
@bellaseradesign I remember that..Had all 4 out at once...Best wishes ..Just make sure youhave the medication there immediately ,4
Me studying for my English final= reading the Sparknotes plot overview once....that's all ,4
@musicistheheart I luv rpattz ,4
@emilio_delgado i'm gonna say garden state cause i'm watching it right now. i could be wrong though. ,4
Today's lectionary passages are awesome.  So powerful.  Very happy it is Sunday! ,4
My air horn failed  HAHA~,0
put me on your follow friday.  its like 10 pm here. hah . ohhhh yea!...hmmm,4
@swiftkaratechop STOP NOMNOMS!!!! ..you didn't share!  Night peoples!!,0
http://twitpic.com/7s8iz Some more parks crashes his truck of the road. As a result I am in the office 45 minutes later than planned ,0
@enzopilarta kakaasar kasi eh! puro cliffhangers  ok lang yan... I have one more finale to look forward to! GOSSIP GIRL! ,4
"had a good day at college - sat on the field for most of it! Dentist soon though, urgh ",0
All my friends are 150 miles away  (Not counting siblings here.),0
"Wow, the new Google icons suck   http://bit.ly/z7JIE",0
hello all can anyone tell me were the sun has gone i now ilive in ireland but hey  we need sun to we only have a summer a few days a year ,0
face is done! now to wash off the mask. ,4
I forgot to put on flip flops ,0
@FranAspiemom I'm flaring too. Must be the time of year.  Hope ya feel better soonest! ;),0
I wish I had time for another shower. The rain made my hair gross ,0
@hezmcfly haha same. in college so cant be bothered to do the work! and most websites are blocked =/   xxx,0
"Back from the Gym, and sorting through my Inboxes ",4
"@dougiemcfly  haha look, the flu is with u not in Mexico!! haha..JK..hope u feel good  ! &lt;3",4
Back from church. Making hot pockets for me and jarrÃ© and jessie. Sad it was Lin's last day here. She leaves tomorrow. ,0
@tracecyrus http://twitpic.com/7xor6 - Shit!!!! Nice Hotel Thingy I'd Kill To Go There! ,0
"Best night in a LONG time. So glad I went!!! Ace young is my boyfriend, he just doesn't know it yet! ",4
RIP Paddles the duck.  April 2009-June 2009. Met her untimely death by a raccoon in the night. Survived by sister with slit on her neck.,0
"@lmkenny still skipping out on your BBQ, I see...  (Indy freeeks have priorities.    )",4
About to watch one of my besties walk down the isle  sniff!!! Glad to be her first bridesmaid! ,0
Another Beautiful Day ,4
is soo tired going to bed soon  x,4
got pulled over for my tinted windows this morning.  got off with a verbal warning. today not starting out to great!,0
"watching dibidis i bought from metrowalk. house, monk and another two from the history channel. i declare tonight &quot;geek night&quot; ",4
@fanabana npnp just checking ,4
fair was fun. i got hit on by a really creepy guy. my burn hurts now. heathers tomorrow to go tanning.  cant wait for that!!,4
didn't want to leave..... ,0
@pj23harry you got it ,4
"Nesta you played so great in that 15mins, defense, keeping eye on Gilardino and all, eventhough its your first appearance after a while â¡ ",4
So tired  I hate the fagmuffin on my couch -.-,0
so so so tired! but very fun day ,4
I'm out of shape!!! I only made it 3 miles on the eliptical and 100 swinging sit ups  But it feels good 2 be back on my BS!! :-D,0
@arcanefeature Wheeee!! I got chocolate chocolat chip!  and choclate pretzels. And guess who i saw. Cuz my mom dragged me out.,4
"I'm off now, bye  x",4
@omgpregnant loosing it with excitement!! ,4
@danielgm86 As well you should be.  ,4
Just saw G.O.D perform I love you I thank you by MC Mong.  ,4
Toy Selectah and Uproot Andy were amazing in Toronto tonight. The club was rammed and dancing and happy. Mexisound massive. ,4
Ergh I feel like crap...I'm so sorry ,0
"@diacriticalmarx hahaha, im glad someone agrees with me ",4
"Leaving for NY (well, Long Island) in a few hours. But I'll miss my Carolina girls. ",4
"@dstridsberg  7200 fonts, hope that won't affect start-up time like on windows ",4
@caseymh you need an entire axle now? ,0
@lidspeixoto &quot;ah ah ah ahhhh&quot; - Your laugh... That was a burn ,4
Got to love it when the boss asks you to wait for him to come in and it's to tell you how great you are doing and offers you more work ,4
good day at school today. i lolled alot. now my tummy hurts ,0
Playing around with Bing. So far so good.No local news support yet  www.bing.com,0
@BruceBailey we stole the 3d glasses under a ruse of scientific explanation  the exhibition was great. Kirks writing was fantastic!,4
Steph's wedding in Toronto today ,4
"Not sleeping, @thescenicfrank hates me ",0
Have to do stupid chores ,0
"oook change, tweeten #mexicowantsmcfly mï¿½n d 9 a 9:30pm para q aparezca en el trending topics  thnx",4
Had to reinstall/repatch WoW for the second time this weekend due to a crash that corrupts the game texture files ,0
"Graduationnn, going to see my two favorite boys, senior all night party ",4
has a meeting at 7.30am tomorrow ,0
@jabrinkworth ,0
"@stupendous stupid gas stoves...sneaky bastards! also, never put a clothing fire out with your hand ",0
@DawnRichard un-crash my car ,0
"@myria101 Yes...peeing is important. Tell hubbs that peeing is important! :giggles: And yes, I'll probably fail. ",0
ooh I'm so excited for tomorrow 1.iPhone update  &amp; 2.iPhone 3g 3.0 demo of the jailbrake software ,4
Overslept!  Still got to shower then head upto the gay pride fest in Portland! Feel bad 4 hubby... He's coming down with something. ,0
@marz1976 Thankya! I'm excited!!!! Yay for kitties! ,4
@Rebekaaa :o amazing  just seen a top i would die for - too much atm though ,0
disappointed ,0
@DYNASTYLA24 no he can't guard Kobe either ,4
@Mizz_Alex ahha I have some bogies :p I've been aight. my stomach been hurting a lot ,0
This morning is brought to you by the beverage Coffee. I love #coffee ,4
"@spudulike im good ta.havent been on so much either,cos i dont have my laptop &amp; i have to use other's ",0
@SammyLou3 is it not the chartshow? ,0
@alexxgee whatteeverr!! you shoulda came here  your mom is coming down er what?,0
fat days are the worst.  if men only knew what 5lbs can do to us.,0
@georgesampson You were amazing last night! Gutted i couldnt come to the stage door tho  ly x x x,0
http://twitpic.com/6bq9i this is what we do when mum goes to the footy ,4
"@damn_que_mala I checked the store locator, its says there are none by Chicago ",0
i'll be waiting a whole hour or maybe a whole day just reply to me plizZz ,0
allergies are NOT cool ,0
Ugh. Not going to sleep anytime soon. It's 1:45am. 11 hours till the deadline. Damn. ,0
@emmaincannes thought i should tell ya   x,4
@outlawontheedge Nice. No face plants. Puppies can pull. ,4
With my twin.Couldn't find the People magazine with Demi&amp;Selena ,0
@sassydiamondz morning  u thought bout it yet?,4
@jonbecker oh... there are plenty of oversights on TC's part. ,4
@MiqueasLopez Nice! I listened to everything ,4
@UpliftingYouth No man  We split up about 4 months ago.,0
still doing the journals.. ,0
@jostroot Awww. How cute ,4
@shannymac Not again!  I think Amy's Army needs a troll posse ,4
i loveeee masterchef but i honestly miss big brother ,0
@rholler i should be all tatted up by next week and of course ill post pictures! it's sooo pretty! miss you cuz! ,4
@nekishamichelle Hey I have author of The Wicked Truth About Love available for interviews  http://www.thewickedtruthaboutlove.com/,4
-- don't want to do all the housework tonight! ,0
Ahhh...signs of life in twitter land ,4
@BenNickMurphy Good  cause like everyones doing it xD,4
@SaraAChapman  hells yeah! the only part that sucks is ill miss my baby ,0
duh. am i grounded? ,0
@aoconnor21 LOL 21 my ass!!!  ,4
hmmm... the apple store is down     i really need to order something,0
@EJKING21 EJ! please follow me! i'll get you some pongs! slammer and all ,4
@askgar Is it? We are a sad bunch then ,4
@katieallover have an INSANE time tonight! I wish I could go.  I'll eat a huge burrito for you at Chipotle!,0
"@kylesteed Thanks, buddy! I'm honored you would grace me with such kind words. ",4
Now that it's raining more than ever Know that we stil have each other You can stand under my umbrella  ella ella eh eh eh ,4
is thinking she is a bop 24/7 ,4
@ItsTheVideoGirl good choice!  lol- I can't WAIT 4 the CD 2 come out! ,4
just burned my popcorn. ,0
i miss u @willie_day26.. what happened? why RNT u on Twitter ,0
@horrorhannah Its not cold. Stop being a wuss. ,4
"Laundry in my new house! Heads up I don't plan to move ever again. This place is awesome, been moving all day!! ",0
why is my internet so freaking slow! ,0
@SoloRunner hey who's not talking now ,0
@travispeltz Google wave looks cool but the darn video presentation cooked my fair access policy and now my internet is down for 24 hours ,0
@los_so3 I wanted to go so bad  had noone to go with!,0
@widdlee so u could hang out wit me. ,4
@ReggieLochard not doing anything...no track this weekend ,0
@elise5000 no! You're locked in and locked tight girlfriend!!! I miss you boo ,0
trying to get a video up today but ultimately failing ... sorry people ,0
Worst unemployed person ever.  I have to do 1 thing--call an 800 number every 2 weeks.  I've failed for like 3 times in a row. ,0
"It's late and tomorrow is school, so I have to go to my bed now!  good night, sweet dreams and sleep well my cute honeys &lt;333 *kisses*",4
"Up early, off to PDC for a swim ",4
Back in the studio today. Gimme something ya'll want to hear a song about. I'm lonely right now  need a pick-me-up!,0
"@rcsantosbia That's really, really sad. ",0
@njray Some ideas of what to send to soldiers http://bit.ly/15TN2P I work fast ,4
"You'e going,so at least I might be able to get you off my mind ",0
up with nothing to do  get at me haha,0
@Sunshineliron i missed your kiss  busy watching Reva &amp; wackadoodle from way back fighting,0
i am so excited for the miss maud ball tomorow nite   ,4
ok so i know pple dont even look at mine so yeah i am have friend troubles any help?? who am i kidding no one will answer me....  BBOOO!!,0
@stevenbward just signed up for matchmaker service you have and its not working. ,0
wish it was still hols ,0
Why can I not sleep?! I've woken up three times from 6am to 7am. ,0
I've burnt my tounge with soup ,0
"@scottrmcgrew take care buddy, I'm off to rest the head, body and soul.  See you on the wires anon ... ",4
@datruss I brought back wisdom from a bunch of people I respect   Still processing though.,4
@jeremythegeek totally. never understood how to play yugioh anyway ,0
@levdawg i didn't even know he was in town  ,0
the season finale of gossip girl was so good!!.. can't wait for next season.. ,4
